t_no	u_no	l_no1	l_no2	DATE	time	rating	div	seat	price	phone	password
8310	15	17	27	2024-09-08	19:00	1	1	21	66000		
8311	49	29	22	2024-09-08	20:00	3	1	1	123750		
8312	180	4	6	2024-09-08	20:00	2	1	15	57600		
8313	8	25	1	2024-09-08	22:00	3	1	7	227250		
8314	172	28	7	2024-09-08	6:00	3	1	7	166500		
8315	145	13	8	2024-09-08	7:00	2	1	10	30240		
8316	129	19	5	2024-09-08	9:00	2	1	11	84960		
8317	90	8	15	2024-09-08	10:00	1	1	34	31000		
8318	70	27	2	2024-09-08	11:00	2	1	10	152640		
8319	46	16	12	2024-09-08	11:00	1	1	12	12000		
8320	31	29	6	2024-09-08	11:00	3	1	1	189000		
8321	68	22	21	2024-09-08	13:00	1	1	13	43000		
8322	147	3	9	2024-09-08	13:00	1	1	43	30000		
8323	1	27	9	2024-09-08	14:00	1	1	4	81000		
8324	6	26	30	2024-09-08	14:00	1	1	11	4000		
8325	181	7	14	2024-09-08	20:00	2	1	6	48960		
8326	106	12	28	2024-09-08	21:00	3	1	8	137250		
8327	169	15	14	2024-09-08	21:00	3	1	3	45000		
8328	143	5	4	2024-09-08	22:00	3	1	7	117000		
8329	89	13	20	2024-09-09	6:00	1	1	40	37000		
8330	24	1	30	2024-09-09	6:00	3	1	10	238500		
8331	71	12	29	2024-09-09	6:00	2	1	15	77760		
8332	90	15	30	2024-09-09	7:00	3	1	3	121500		
8333	78	26	8	2024-09-09	10:00	3	1	7	182250		
8334		6	13	2024-09-09	12:00	3	1	3	67500	010-8346-2197	1157
8335	170	26	1	2024-09-09	13:00	3	1	1	231750		
8336	178	6	13	2024-09-09	18:00	3	1	9	67500		
8337	23	7	29	2024-09-09	19:00	2	1	11	116640		
8338	170	30	29	2024-09-09	20:00	1	1	8	63000		
8339	94	17	1	2024-09-09	21:00	3	1	6	184500		
8340	80	24	4	2024-09-09	22:00	3	1	10	229500		
8341	134	29	21	2024-09-09	22:00	1	1	24	24000		
8342	97	7	17	2024-09-09	6:00	3	1	10	105750		
8343		10	27	2024-09-09	6:00	2	1	25	93600	010-8615-0294	2934
8344	150	19	1	2024-09-09	7:00	3	1	2	168750		
8345	130	23	24	2024-09-09	8:00	3	1	4	63000		
8346	71	2	26	2024-09-09	9:00	3	1	8	240750		
8347	11	12	22	2024-09-09	10:00	2	1	12	74880		
8348	69	19	27	2024-09-09	11:00	1	1	41	35000		
8349	171	12	21	2024-09-09	11:00	3	1	3	69750		
8350	107	19	3	2024-09-09	13:00	3	1	4	153000		
8351	151	11	1	2024-09-09	14:00	2	1	17	63360		
8352	108	30	6	2024-09-09	17:00	3	1	5	209250		
8353	64	5	1	2024-09-09	19:00	1	1	35	48000		
8354	75	5	21	2024-09-09	19:00	1	1	20	61000		
8355	31	22	6	2024-09-09	20:00	2	1	17	95040		
8356	142	28	18	2024-09-09	10:00	2	1	9	67680		
8357	38	3	9	2024-09-09	14:00	1	1	39	30000		
8358	175	27	5	2024-09-09	15:00	1	1	24	94000		
8359	69	29	6	2024-09-09	17:00	3	1	5	189000		
8360	191	11	27	2024-09-09	22:00	3	1	2	135000		
8361	10	6	8	2024-09-09	6:00	2	1	4	14400		
8362	3	28	2	2024-09-09	7:00	3	1	2	234000		
8363	118	28	12	2024-09-09	8:00	3	1	9	137250		
8364	90	10	28	2024-09-09	11:00	1	1	38	61000		
8365	66	10	15	2024-09-09	12:00	3	1	10	38250		
8366		16	30	2024-09-09	12:00	2	1	14	92160	010-9381-4602	5934
8367	52	29	10	2024-09-09	14:00	3	1	7	153000		
8368	99	16	27	2024-09-09	15:00	3	1	5	123750		
8369	147	24	3	2024-09-09	15:00	3	1	6	191250		
8370		19	14	2024-09-09	16:00	1	1	30	24000	010-4071-3562	7454
8371	23	7	23	2024-09-09	17:00	2	1	19	83520		
8372	54	26	11	2024-09-09	18:00	3	1	1	132750		
8373	129	28	16	2024-09-09	22:00	2	1	17	69120		
8374	98	8	11	2024-09-09	12:00	2	1	19	48960		
8375		23	13	2024-09-09	14:00	2	1	7	50400	010-1786-4230	0864
8376	3	14	25	2024-09-09	14:00	1	1	9	52000		
8377	41	25	3	2024-09-09	14:00	2	1	22	123840		
8378	128	19	15	2024-09-09	14:00	2	1	5	18720		
8379	150	26	5	2024-09-09	14:00	2	1	12	139680		
8380	72	21	24	2024-09-09	14:00	3	1	3	36000		
8381	170	17	29	2024-09-09	15:00	3	1	4	92250		
8382	65	11	29	2024-09-09	17:00	3	1	6	177750		
8383	78	4	23	2024-09-09	17:00	1	1	37	82000		
8384	103	16	4	2024-09-09	19:00	3	1	2	141750		
8385	12	4	18	2024-09-09	22:00	2	1	9	74880		
8386	27	15	30	2024-09-09	22:00	3	1	2	121500		
8387	75	1	9	2024-09-09	6:00	1	1	8	60000		
8388	159	11	18	2024-09-09	6:00	1	1	37	27000		
8389	142	27	12	2024-09-09	7:00	2	1	4	97920		
8390	27	2	3	2024-09-09	7:00	3	1	2	42750		
8391	104	26	13	2024-09-09	10:00	1	1	6	60000		
8392	44	4	3	2024-09-09	11:00	2	1	15	70560		
8393	163	21	6	2024-09-09	12:00	3	1	10	135000		
8394	62	21	18	2024-09-09	12:00	2	1	15	87840		
8395	6	8	11	2024-09-09	17:00	2	1	2	48960		
8396	80	6	19	2024-09-09	6:00	3	1	7	117000		
8397	88	20	9	2024-09-09	11:00	2	1	20	56160		
8398	139	8	4	2024-09-09	15:00	2	1	2	64800		
8399	175	28	11	2024-09-09	16:00	2	1	21	87840		
8400	191	19	3	2024-09-09	16:00	3	1	7	153000		
8401	137	22	11	2024-09-09	21:00	2	1	8	56160		
8402	71	20	12	2024-09-09	6:00	1	1	9	29000		
8403	170	27	2	2024-09-09	10:00	2	1	5	152640		
8404	86	20	15	2024-09-09	10:00	2	1	18	57600		
8405	69	8	3	2024-09-09	11:00	1	1	3	25000		
8406	159	24	27	2024-09-09	11:00	2	1	2	82080		
8407	59	11	3	2024-09-09	13:00	2	1	9	76320		
8408	17	16	10	2024-09-09	13:00	1	1	2	21000		
8409	138	3	7	2024-09-09	6:00	2	1	20	44640		
8410		26	22	2024-09-09	7:00	1	1	12	22000	010-9341-7608	0769
8411	11	4	3	2024-09-09	7:00	2	1	14	70560		
8412	68	11	18	2024-09-09	11:00	1	1	29	27000		
8413	199	27	21	2024-09-09	11:00	2	1	15	72000		
8414	184	19	24	2024-09-09	17:00	1	1	18	43000		
8415	185	23	22	2024-09-09	18:00	1	1	20	26000		
8416	34	13	5	2024-09-09	19:00	3	1	9	83250		
8417	197	7	23	2024-09-09	19:00	2	1	24	83520		
8418	198	2	24	2024-09-09	20:00	2	1	17	141120		
8419	1	25	6	2024-09-09	21:00	2	1	14	103680		
8420	47	19	27	2024-09-09	21:00	1	1	23	35000		
8421	68	4	18	2024-09-09	22:00	2	1	25	74880		
8422	193	17	10	2024-09-09	6:00	3	1	8	78750		
8423	23	18	17	2024-09-09	7:00	2	1	15	96480		
8424	198	18	19	2024-09-09	8:00	2	1	20	46080		
8425		2	13	2024-09-09	10:00	3	1	10	119250	010-5961-7402	1377
8426		2	6	2024-09-09	14:00	2	1	5	34560	010-7368-0459	3329
8427	155	1	15	2024-09-09	18:00	1	1	40	63000		
8428		15	17	2024-09-09	19:00	3	1	8	76500	010-2354-6780	9670
8429	151	2	25	2024-09-09	8:00	3	1	4	213750		
8430	133	17	14	2024-09-09	12:00	3	1	7	121500		
8431	107	30	1	2024-09-09	13:00	2	1	12	152640		
8432	9	25	26	2024-09-09	14:00	1	1	43	43000		
8433	115	9	7	2024-09-09	15:00	2	1	15	43200		
8434	34	29	26	2024-09-09	16:00	2	1	6	86400		
8435	199	5	27	2024-09-09	17:00	2	1	24	135360		
8436	31	11	14	2024-09-09	21:00	1	1	22	14000		
8437	24	15	26	2024-09-09	22:00	1	1	27	49000		
8438	137	21	19	2024-09-09	9:00	2	1	24	40320		
8439	83	17	11	2024-09-09	11:00	2	1	11	79200		
8440	163	12	22	2024-09-09	15:00	2	1	7	74880		
8441	115	27	9	2024-09-09	18:00	1	1	7	81000		
8442	155	12	22	2024-09-09	20:00	2	1	18	74880		
8443	45	25	3	2024-09-09	6:00	2	1	26	123840		
8444	76	29	18	2024-09-09	7:00	3	1	4	173250		
8445	182	29	9	2024-09-09	10:00	1	1	21	66000		
8446	199	3	10	2024-09-09	11:00	1	1	28	38000		
8447	138	12	13	2024-09-09	15:00	2	1	19	24480		
8448	22	25	23	2024-09-09	16:00	1	1	4	9000		
8449		23	1	2024-09-09	16:00	3	1	10	207000	010-4726-3910	8878
8450		24	21	2024-09-09	16:00	3	1	9	36000	010-8497-2610	0668
8451	141	14	18	2024-09-09	18:00	3	1	1	33750		
8452	113	29	24	2024-09-09	20:00	1	1	2	11000		
8453	141	23	10	2024-09-09	20:00	1	1	2	45000		
8454	1	23	8	2024-09-09	22:00	2	1	10	79200		
8455	175	5	12	2024-09-09	6:00	2	1	24	43200		
8456	139	26	27	2024-09-09	6:00	3	1	4	15750		
8457	177	22	12	2024-09-09	11:00	3	1	4	117000		
8458	19	12	10	2024-09-09	11:00	1	1	42	21000		
8459	4	2	12	2024-09-09	13:00	2	1	23	77760		
8460	51	12	8	2024-09-09	13:00	3	1	10	45000		
8461	163	29	18	2024-09-09	13:00	3	1	8	173250		
8462	78	6	7	2024-09-09	15:00	2	1	22	20160		
8463		13	20	2024-09-09	15:00	1	1	7	37000	010-4236-1897	8842
8464	85	8	11	2024-09-09	16:00	2	1	1	48960		
8465	58	27	18	2024-09-09	16:00	2	1	24	57600		
8466	157	2	3	2024-09-09	19:00	3	1	4	42750		
8467	153	28	27	2024-09-09	22:00	1	1	6	14000		
8468		22	17	2024-09-09	7:00	2	1	1	77760	010-3289-7045	0710
8469	5	15	21	2024-09-09	9:00	1	1	29	34000		
8470	103	9	24	2024-09-09	11:00	1	1	20	55000		
8471	50	6	23	2024-09-09	14:00	3	1	9	146250		
8472	56	24	1	2024-09-09	17:00	1	1	40	108000		
8473	16	10	14	2024-09-09	18:00	1	1	32	28000		
8474	185	7	8	2024-09-09	19:00	1	1	21	15000		
8475	27	3	5	2024-09-09	21:00	3	1	9	27000		
8476	164	22	25	2024-09-09	7:00	3	1	5	78750		
8477	103	1	15	2024-09-09	12:00	1	1	15	63000		
8478	60	24	2	2024-09-09	15:00	3	1	4	220500		
8479	147	29	9	2024-09-09	17:00	1	1	5	66000		
8480	63	20	14	2024-09-09	20:00	3	1	5	132750		
8481	86	19	28	2024-09-09	21:00	3	1	7	69750		
8482	153	19	20	2024-09-09	22:00	2	1	19	53280		
8483	141	9	11	2024-09-09	6:00	3	1	2	105750		
8484	1	19	2	2024-09-09	7:00	2	1	13	105120		
8485	190	27	16	2024-09-09	21:00	3	1	1	123750		
8486	122	17	14	2024-09-09	22:00	3	1	5	121500		
8487	120	3	16	2024-09-09	6:00	2	1	5	74880		
8488	109	6	25	2024-09-09	11:00	1	1	7	72000		
8489	51	25	16	2024-09-09	16:00	1	1	22	34000		
8490	116	27	11	2024-09-09	17:00	2	1	11	86400		
8491	83	19	17	2024-09-09	17:00	3	1	3	81000		
8492	55	6	17	2024-09-09	18:00	1	1	29	45000		
8493	1	12	22	2024-09-09	18:00	2	1	19	74880		
8494	150	12	28	2024-09-09	7:00	3	1	8	137250		
8495	127	5	2	2024-09-09	10:00	2	1	20	41760		
8496	115	28	24	2024-09-09	11:00	2	1	12	63360		
8497	172	7	17	2024-09-09	12:00	3	1	4	105750		
8498	144	13	1	2024-09-09	12:00	2	1	5	84960		
8499		12	10	2024-09-09	17:00	1	1	43	21000	010-8706-9321	5387
8500	47	13	10	2024-09-09	18:00	2	1	17	14400		
8501	45	25	24	2024-09-09	21:00	1	1	5	21000		
8502	64	10	28	2024-09-09	21:00	1	1	17	61000		
8503	35	5	2	2024-09-09	8:00	2	1	9	41760		
8504		22	27	2024-09-09	11:00	1	1	20	21000	010-7842-3051	0844
8505	111	26	1	2024-09-09	12:00	3	1	1	231750		
8506	51	11	16	2024-09-09	12:00	2	1	14	54720		
8507	179	25	14	2024-09-09	12:00	2	1	18	74880		
8508	169	28	10	2024-09-09	12:00	1	1	24	61000		
8509	56	9	13	2024-09-09	12:00	2	1	4	37440		
8510	190	6	26	2024-09-09	13:00	1	1	33	89000		
8511	79	16	19	2024-09-09	13:00	2	1	18	30240		
8512	186	7	14	2024-09-09	17:00	2	1	2	48960		
8513	104	27	28	2024-09-09	19:00	3	1	9	31500		
8514	17	2	20	2024-09-09	19:00	1	1	40	83000		
8515	158	20	27	2024-09-09	21:00	2	1	19	87840		
8516	14	20	22	2024-09-09	21:00	1	1	6	53000		
8517	110	30	14	2024-09-09	22:00	2	1	21	70560		
8518	99	18	25	2024-09-09	6:00	2	1	2	82080		
8519	173	8	1	2024-09-09	6:00	3	1	2	103500		
8520	15	1	4	2024-09-09	6:00	3	1	2	36000		
8521	79	16	5	2024-09-09	8:00	1	1	27	41000		
8522	114	21	28	2024-09-09	10:00	2	1	3	54720		
8523	104	21	28	2024-09-09	12:00	2	1	24	54720		
8524	9	25	5	2024-09-09	13:00	2	1	21	106560		
8525	19	15	10	2024-09-09	16:00	1	1	12	17000		
8526	183	2	22	2024-09-09	19:00	3	1	10	191250		
8527	165	28	25	2024-09-09	19:00	2	1	12	33120		
8528	45	26	1	2024-09-09	22:00	3	1	10	231750		
8529	134	25	1	2024-09-09	7:00	3	1	9	227250		
8530	46	28	16	2024-09-09	8:00	2	1	13	69120		
8531	13	30	7	2024-09-09	9:00	1	1	37	81000		
8532	116	15	16	2024-09-09	9:00	3	1	1	38250		
8533	183	7	9	2024-09-09	10:00	3	1	5	67500		
8534	54	8	30	2024-09-09	10:00	1	1	30	85000		
8535	81	3	25	2024-09-09	13:00	2	1	1	123840		
8536	190	13	24	2024-09-09	16:00	2	1	20	72000		
8537	7	14	7	2024-09-09	20:00	2	1	3	48960		
8538		30	28	2024-09-09	20:00	3	1	8	54000	010-9625-1347	0925
8539	32	25	24	2024-09-09	20:00	1	1	16	21000		
8540	72	17	28	2024-09-09	21:00	3	1	6	126000		
8541	10	2	25	2024-09-09	21:00	3	1	3	213750		
8542	15	10	3	2024-09-09	6:00	1	1	39	38000		
8543	119	8	12	2024-09-09	6:00	2	1	23	28800		
8544	94	16	22	2024-09-09	7:00	2	1	19	56160		
8545	18	21	13	2024-09-09	8:00	1	1	1	34000		
8546	105	3	10	2024-09-09	9:00	1	1	25	38000		
8547	62	7	3	2024-09-09	9:00	3	1	6	69750		
8548		13	22	2024-09-09	10:00	3	1	6	85500	010-2794-1583	7872
8549	2	15	25	2024-09-09	13:00	2	1	3	54720		
8550	41	21	19	2024-09-09	14:00	2	1	2	40320		
8551		29	13	2024-09-09	15:00	3	1	7	128250	010-5402-3987	9010
8552	61	25	30	2024-09-09	15:00	2	1	24	67680		
8553	136	1	17	2024-09-09	16:00	1	1	42	82000		
8554	22	10	12	2024-09-09	17:00	2	1	21	30240		
8555		5	13	2024-09-09	18:00	3	1	10	83250	010-9374-8650	9042
8556	24	13	8	2024-09-09	20:00	2	1	8	30240		
8557	14	20	26	2024-09-09	6:00	3	1	5	150750		
8558	172	30	4	2024-09-09	7:00	1	1	10	92000		
8559	148	17	11	2024-09-09	9:00	2	1	5	79200		
8560	63	5	17	2024-09-09	14:00	3	1	10	96750		
8561	62	5	27	2024-09-09	19:00	2	1	19	135360		
8562	163	12	8	2024-09-09	19:00	3	1	9	45000		
8563	158	12	21	2024-09-09	19:00	3	1	4	69750		
8564	84	17	27	2024-09-09	19:00	1	1	31	66000		
8565	63	24	2	2024-09-09	20:00	3	1	6	220500		
8566		29	1	2024-09-09	20:00	1	1	42	116000	010-5839-7201	8026
8567	128	8	22	2024-09-09	22:00	1	1	33	59000		
8568		18	17	2024-09-09	6:00	2	1	18	96480	010-7368-0594	8550
8569	174	26	10	2024-09-09	7:00	2	1	20	96480		
8570	10	28	26	2024-09-09	8:00	3	1	10	47250		
8571	191	28	29	2024-09-09	11:00	2	1	11	56160		
8572	36	12	21	2024-09-09	14:00	3	1	1	69750		
8573	193	28	29	2024-09-09	14:00	2	1	8	56160		
8574	138	15	17	2024-09-09	15:00	3	1	7	76500		
8575	161	26	7	2024-09-09	19:00	1	1	39	77000		
8576	190	7	28	2024-09-09	22:00	1	1	1	74000		
8577	136	19	24	2024-09-09	8:00	1	1	29	43000		
8578	83	22	24	2024-09-09	11:00	3	1	9	123750		
8579	90	9	17	2024-09-09	13:00	2	1	8	36000		
8580	53	18	19	2024-09-09	13:00	2	1	22	46080		
8581	124	30	29	2024-09-09	17:00	1	1	31	63000		
8582	153	8	18	2024-09-09	18:00	1	1	35	58000		
8583		18	6	2024-09-09	18:00	3	1	6	141750	010-8346-2197	1157
8584	52	21	4	2024-09-09	18:00	1	1	32	85000		
8585	153	29	26	2024-09-09	18:00	2	1	26	86400		
8586	48	16	27	2024-09-09	19:00	3	1	10	123750		
8587		8	1	2024-09-09	19:00	3	1	10	103500	010-2593-6807	5156
8588	150	26	8	2024-09-09	20:00	3	1	6	182250		
8589		15	13	2024-09-09	20:00	1	1	19	10000	010-1948-5720	4569
8590	14	22	1	2024-09-09	6:00	3	1	8	186750		
8591	88	28	15	2024-09-09	8:00	2	1	15	63360		
8592	150	22	23	2024-09-09	9:00	2	1	13	37440		
8593	5	26	1	2024-09-09	10:00	3	1	6	231750		
8594	52	7	26	2024-09-09	12:00	3	1	10	173250		
8595	107	24	10	2024-09-09	14:00	2	1	1	86400		
8596	186	1	3	2024-09-09	17:00	1	1	4	41000		
8597	44	3	16	2024-09-09	17:00	2	1	16	74880		
8598	87	21	23	2024-09-09	18:00	3	1	10	40500		
8599	70	2	1	2024-09-09	19:00	2	1	21	33120		
8600	37	1	27	2024-09-09	20:00	1	1	3	104000		
8601	87	18	27	2024-09-09	6:00	1	1	25	40000		
8602		16	23	2024-09-09	7:00	3	1	8	63000	010-2617-5903	9987
8603	12	3	20	2024-09-09	8:00	1	1	30	70000		
8604	187	14	29	2024-09-09	8:00	1	1	41	71000		
8605	20	16	26	2024-09-09	10:00	2	1	4	86400		
8606	64	30	1	2024-09-09	12:00	2	1	25	152640		
8607	22	1	4	2024-09-09	19:00	3	1	4	36000		
8608	61	9	24	2024-09-09	20:00	1	1	4	55000		
8609	20	8	28	2024-09-09	20:00	2	1	18	106560		
8610	24	15	16	2024-09-09	21:00	3	1	2	38250		
8611	39	16	23	2024-09-09	7:00	3	1	9	63000		
8612	66	4	10	2024-09-09	10:00	3	1	4	94500		
8613	34	24	26	2024-09-09	11:00	2	1	26	92160		
8614	30	9	20	2024-09-09	11:00	2	1	26	56160		
8615	129	21	13	2024-09-09	11:00	1	1	18	34000		
8616	135	7	14	2024-09-09	12:00	2	1	16	48960		
8617	181	3	9	2024-09-09	13:00	1	1	29	30000		
8618		16	30	2024-09-09	14:00	2	1	18	92160	010-8371-2063	4731
8619	165	23	4	2024-09-09	14:00	2	1	1	118080		
8620	163	3	2	2024-09-09	14:00	2	1	10	27360		
8621	15	17	10	2024-09-09	14:00	3	1	5	78750		
8622	13	1	3	2024-09-09	15:00	1	1	1	41000		
8623		26	22	2024-09-09	17:00	1	1	38	22000	010-7365-0492	3235
8624	85	10	15	2024-09-09	21:00	3	1	10	38250		
8625	32	27	4	2024-09-09	7:00	3	1	2	202500		
8626	159	5	30	2024-09-09	19:00	2	1	1	72720		
8627	17	17	14	2024-09-09	19:00	3	1	1	121500		
8628	77	2	9	2024-09-09	19:00	1	1	36	45000		
8629	91	29	25	2024-09-09	6:00	2	1	19	27360		
8630	176	16	7	2024-09-09	9:00	3	1	5	76500		
8631	178	7	20	2024-09-09	10:00	3	1	6	132750		
8632	88	14	18	2024-09-09	11:00	3	1	7	33750		
8633	172	25	16	2024-09-09	11:00	1	1	19	34000		
8634	68	27	11	2024-09-09	14:00	2	1	22	86400		
8635	84	6	17	2024-09-09	15:00	1	1	22	45000		
8636	63	16	19	2024-09-09	15:00	2	1	19	30240		
8637	13	20	17	2024-09-09	21:00	2	1	12	20160		
8638	50	29	6	2024-09-09	21:00	3	1	4	189000		
8639	117	12	21	2024-09-09	10:00	3	1	9	69750		
8640	196	14	3	2024-09-09	15:00	2	1	9	93600		
8641	124	25	21	2024-09-09	18:00	3	1	1	36000		
8642	102	19	12	2024-09-09	19:00	1	1	35	34000		
8643	107	7	20	2024-09-09	21:00	3	1	7	132750		
8644	129	5	15	2024-09-09	22:00	2	1	9	67680		
8645		13	3	2024-09-09	6:00	1	1	31	46000	010-7519-4028	7331
8646	69	9	24	2024-09-09	7:00	1	1	4	55000		
8647	160	20	24	2024-09-09	8:00	3	1	7	36000		
8648	175	20	11	2024-09-09	8:00	3	1	7	141750		
8649	114	3	16	2024-09-09	9:00	2	1	14	74880		
8650	167	3	16	2024-09-09	9:00	2	1	22	74880		
8651	185	4	27	2024-09-09	9:00	1	1	12	90000		
8652	110	26	18	2024-09-09	10:00	3	1	5	83250		
8653	152	20	24	2024-09-09	10:00	3	1	7	36000		
8654		4	8	2024-09-09	11:00	3	1	5	101250	010-9354-2760	4226
8655		28	8	2024-09-09	13:00	1	1	31	74000	010-8371-2063	4731
8656	19	8	22	2024-09-09	13:00	1	1	30	59000		
8657	125	2	26	2024-09-09	13:00	3	1	1	240750		
8658	38	20	13	2024-09-09	18:00	1	1	8	37000		
8659	138	30	5	2024-09-09	22:00	3	1	1	227250		
8660	158	27	17	2024-09-09	22:00	3	1	10	148500		
8661		3	25	2024-09-09	9:00	2	1	16	123840	010-2638-4950	8172
8662	76	16	20	2024-09-09	12:00	2	1	24	36000		
8663	135	3	15	2024-09-09	12:00	3	1	3	126000		
8664	6	21	28	2024-09-09	15:00	2	1	14	54720		
8665		13	11	2024-09-09	15:00	3	1	1	58500	010-9614-7208	6438
8666	162	28	30	2024-09-09	18:00	1	1	15	24000		
8667	25	27	2	2024-09-09	21:00	2	1	5	152640		
8668	175	21	18	2024-09-09	22:00	2	1	10	87840		
8669	127	16	30	2024-09-09	6:00	2	1	16	92160		
8670	115	24	12	2024-09-09	12:00	3	1	1	99000		
8671	161	27	29	2024-09-09	12:00	3	1	9	119250		
8672	75	2	1	2024-09-09	13:00	2	1	21	33120		
8673	33	16	22	2024-09-09	15:00	2	1	14	56160		
8674	172	14	16	2024-09-09	16:00	3	1	3	83250		
8675	87	23	4	2024-09-09	17:00	2	1	19	118080		
8676		12	30	2024-09-09	17:00	2	1	1	110880	010-3176-4859	5014
8677	90	12	13	2024-09-09	18:00	2	1	18	24480		
8678	114	22	27	2024-09-09	18:00	1	1	12	21000		
8679	15	5	17	2024-09-09	21:00	3	1	3	96750		
8680	117	20	29	2024-09-09	22:00	3	1	6	60750		
8681	135	2	20	2024-09-09	22:00	1	1	33	83000		
8682	153	12	14	2024-09-09	8:00	1	1	31	45000		
8683	178	23	6	2024-09-09	10:00	2	1	25	93600		
8684	195	28	18	2024-09-09	14:00	2	1	23	67680		
8685	7	28	29	2024-09-09	16:00	2	1	9	56160		
8686	51	10	14	2024-09-09	17:00	1	1	39	28000		
8687	160	26	22	2024-09-09	17:00	1	1	28	22000		
8688	27	20	3	2024-09-09	20:00	2	1	10	100800		
8689	156	30	29	2024-09-09	20:00	1	1	44	63000		
8690		12	8	2024-09-09	20:00	3	1	5	45000	010-2593-6807	5156
8691	130	5	27	2024-09-09	6:00	2	1	19	135360		
8692	137	26	23	2024-09-09	9:00	3	1	3	85500		
8693	13	13	17	2024-09-09	11:00	3	1	5	63000		
8694	103	3	21	2024-09-09	12:00	3	1	3	164250		
8695	130	5	24	2024-09-09	12:00	3	1	8	164250		
8696	101	20	3	2024-09-09	15:00	2	1	20	100800		
8697	100	19	13	2024-09-09	19:00	1	1	41	21000		
8698	197	17	1	2024-09-09	20:00	3	1	9	184500		
8699	98	10	19	2024-09-09	21:00	3	1	1	67500		
8700	127	2	26	2024-09-09	21:00	3	1	7	240750		
8701	59	25	19	2024-09-09	22:00	2	1	17	38880		
8702	199	25	7	2024-09-09	11:00	1	1	23	66000		
8703	45	19	18	2024-09-09	12:00	1	1	17	32000		
8704	95	3	13	2024-09-09	13:00	3	1	8	103500		
8705	50	3	13	2024-09-09	14:00	3	1	3	103500		
8706	135	9	11	2024-09-09	14:00	3	1	9	105750		
8707	161	14	29	2024-09-09	15:00	1	1	24	71000		
8708	125	19	16	2024-09-09	16:00	2	1	12	30240		
8709	10	21	30	2024-09-09	21:00	3	1	4	135000		
8710	64	7	27	2024-09-09	7:00	2	1	11	108000		
8711	178	3	7	2024-09-09	9:00	2	1	23	44640		
8712		1	6	2024-09-09	9:00	2	1	24	54720	010-6147-3905	6269
8713	48	1	30	2024-09-09	10:00	3	1	1	238500		
8714	69	22	13	2024-09-09	11:00	2	1	22	54720		
8715	92	26	24	2024-09-09	11:00	3	1	10	144000		
8716	185	27	5	2024-09-09	16:00	1	1	29	94000		
8717	76	5	13	2024-09-09	16:00	3	1	6	83250		
8718	92	5	3	2024-09-09	17:00	1	1	16	12000		
8719	129	13	23	2024-09-09	8:00	1	1	20	35000		
8720	43	9	21	2024-09-09	8:00	3	1	7	96750		
8721	135	26	15	2024-09-09	9:00	1	1	36	49000		
8722	197	26	17	2024-09-09	10:00	3	1	3	159750		
8723	168	3	18	2024-09-09	11:00	3	1	9	177750		
8724	150	24	26	2024-09-09	11:00	2	1	4	92160		
8725	44	12	7	2024-09-09	17:00	2	1	9	44640		
8726	65	10	14	2024-09-09	19:00	1	1	18	28000		
8727	87	26	17	2024-09-09	22:00	3	1	7	159750		
8728		18	28	2024-09-09	6:00	1	1	17	47000	010-9346-2078	5657
8729	38	16	5	2024-09-09	6:00	1	1	39	41000		
8730	27	24	28	2024-09-09	7:00	1	1	38	44000		
8731	83	16	28	2024-09-09	8:00	1	1	31	48000		
8732	12	19	23	2024-09-09	11:00	2	1	17	25920		
8733	55	22	30	2024-09-09	11:00	1	1	34	26000		
8734	186	18	4	2024-09-09	14:00	1	1	2	52000		
8735		6	9	2024-09-09	14:00	2	1	20	31680	010-6795-2103	1942
8736	91	19	18	2024-09-09	14:00	1	1	36	32000		
8737	8	22	26	2024-09-09	15:00	3	1	1	49500		
8738	125	28	7	2024-09-09	15:00	3	1	4	166500		
8739	16	7	6	2024-09-09	20:00	3	1	9	31500		
8740		28	30	2024-09-09	21:00	1	1	28	24000	010-9187-0526	7875
8741	116	19	22	2024-09-09	21:00	1	1	29	18000		
8742	188	1	9	2024-09-09	8:00	1	1	2	60000		
8743	51	11	30	2024-09-09	8:00	3	1	10	141750		
8744	73	21	6	2024-09-09	9:00	3	1	6	135000		
8745	75	25	7	2024-09-09	9:00	1	1	34	66000		
8746	131	20	12	2024-09-09	10:00	1	1	15	29000		
8747		21	23	2024-09-09	11:00	3	1	4	40500	010-6539-4081	5425
8748	63	23	16	2024-09-09	11:00	2	1	16	40320		
8749	156	10	26	2024-09-09	15:00	2	1	7	96480		
8750	142	16	14	2024-09-09	17:00	1	1	22	37000		
8751	186	20	12	2024-09-09	17:00	1	1	5	29000		
8752	19	26	5	2024-09-09	7:00	2	1	18	139680		
8753	135	19	25	2024-09-09	8:00	1	1	24	27000		
8754	52	17	11	2024-09-09	9:00	2	1	15	79200		
8755	158	18	22	2024-09-09	11:00	1	1	13	23000		
8756	112	28	11	2024-09-09	13:00	2	1	20	87840		
8757	58	20	12	2024-09-09	19:00	1	1	42	29000		
8758		18	20	2024-09-09	21:00	1	1	41	70000	010-9716-8420	4625
8759	181	30	28	2024-09-09	22:00	3	1	4	54000		
8760	141	30	5	2024-09-09	6:00	3	1	5	227250		
8761	176	29	28	2024-09-09	8:00	3	1	4	87750		
8762	119	3	16	2024-09-09	9:00	2	1	1	74880		
8763	39	28	7	2024-09-09	18:00	3	1	7	166500		
